repo	source_url	classification	linked_papers	paper_dois	paper_titles	skill_names	description	reusable_files
STOmics/Spatialign	https://github.com/STOmics/Spatialign ; https://github.com/STOmics/Spatialign.gitâ€�	paper_analysis_code_candidate	S0131;S0466	10.1093/gigascience/giae042;10.46471/gigabyte.108	spatiAlign: an unsupervised contrastive learning model for data integration of spatially resolved transcriptomics.; BatchEval Pipeline: batch effect evaluation workflow for multiple datasets joint analysis.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Spatially Resolved Transcriptomics Integration Algorithm	produce_figures/figure2.ipynb | produce_figures/figure3.ipynb | produce_figures/figure4.ipynb | produce_figures/figure5.ipynb | produce_figures/supp2-3-4-1.ipynb | produce_figures/supp2-3-4-2.ipynb | produce_figures/supp5.ipynb | produce_figures/supp7-8.ipynb | spatialign/__init__.py | spatialign/module/__init__.py | spatialign/module/dgi.py | spatialign/module/domain_specific_batch_norm.py | spatialign/module/embed_layer.py | spatialign/module/embed_model.py | spatialign/module/graph_vae.py | spatialign/module/losses.py | spatialign/module/residual_bottleneck.py | spatialign/spatialign/__init__.py | spatialign/spatialign/model.py | spatialign/spatialign/trainer.py
VIB-PSB/wheat_root_atlas	https://github.com/VIB-PSB/wheat_root_atlas	paper_analysis_code_candidate	S0034	10.1016/j.celrep.2025.115240	A single-cell and spatial wheat root atlas with cross-species annotations delineates conserved tissue-specific marker genes and regulators.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon		GRN_database/wheat MINI-ex database/01_prepare_TF2fam2mot.R | GRN_database/wheat MINI-ex database/02_prepare_mapping.R | GRN_database/wheat MINI-ex database/03_prepare_GOs.R | GRN_database/wheat TFs and motifs/A1_get_motifs-list.R | GRN_database/wheat TFs and motifs/A3_remove_redundant-motif.R | GRN_database/wheat TFs and motifs/B2_select_best-IWGSC-TFs.R | GRN_database/wheat TFs and motifs/C1_associate_CISBP-tfs-motifs_to_families.R | GRN_database/wheat_open_chromatin_regions/010_ENCODE_DCC/01b_run_build_genome_data.sh | GRN_database/wheat_open_chromatin_regions/010_ENCODE_DCC/04_tidy_split-chromosomes.R | GRN_database/wheat_open_chromatin_regions/020_OCR-annotation/01_prepare_annotations.R | GRN_database/wheat_open_chromatin_regions/020_OCR-annotation/02_annotate-OCRs.R | GRN_database/wheat_open_chromatin_regions/020_OCR-annotation/03_select-OCRs.R | GRN_database/wheat_open_chromatin_regions/030_motif-mapping/03_merge-results.R | GRN_database/wheat_open_chromatin_regions/040_gene-motif-association/01_associate_gene-motif.R | GRN_regulon_analysis/bin/cross_species_regulon_overlap.py | GRN_regulon_analysis/cross_species_miniex_regulon_overlap_analysis.ipynb | conserved_marker_analysis/bin/cross_species_deg_overlap.py | conserved_marker_analysis/cross_species_DEG_overlap_analysis.ipynb | stereo-seq-pipeline/01_prepare_Stereo-seq-data.py | stereo-seq-pipeline/02_preprocess-images.py
lskfs/ascidian-endostyle	https://github.com/lskfs/ascidian-endostyle	paper_analysis_code_candidate	S0149	10.1126/sciadv.adi9035	Spatially resolved single-cell atlas of ascidian endostyle provides insight into the origin of vertebrate pharyngeal organs.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	Source code for ascidian endostyle manuscript	01.stereo-seq_cellseg/cellsegment.py | 01.stereo-seq_cellseg/centroid.py | 01.stereo-seq_cellseg/gem_mask.py | 01.stereo-seq_cellseg/mix_segmentation.py | 02.stereo-seq_clustering/Stereo_seurat.cellbin.R | 02.stereo-seq_clustering/seurat_integrate.R | 03.single_cell_clustering/integration.singlecell.SCT.R | 03.single_cell_clustering/single-cell-seurat-MT-211101.R | 07.RNA_velocity/dynamo_pipe.single.py | 07.RNA_velocity/pre-velocyto.py | 10.cross-species_comparison/sankeyPlot.R | 11.trajectory_projection/classify_trajectory_genes.py | 11.trajectory_projection/extract_TLC_exp.py | 11.trajectory_projection/monocle2.R | 11.trajectory_projection/region_divide_pt.py | 11.trajectory_projection/trajectory_mapping.py | 12.HLR_Blood_single_cell_trajectory/01.downsampling.sh | 12.HLR_Blood_single_cell_trajectory/01.seeksoultools.sh | 12.HLR_Blood_single_cell_trajectory/02.single-cell-seurat.R | 12.HLR_Blood_single_cell_trajectory/02.work-Seurat.sh
GuangyuWangLab2021/Thor	https://github.com/GuangyuWangLab2021/Thor	paper_analysis_code_candidate	S0382	10.1038/s41467-025-62593-1	Thor: a platform for cell-level investigation of spatial transcriptomics and histology.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	Cell level integrated analysis of tissue histology and spatial transcriptomics	notebooks/tutorial_run_cell_communication_commot.ipynb | src/thor/analysis/R/dend_plot.R | src/thor/analysis/deg.py | src/thor/plotting/__init__.py | src/thor/plotting/_utils.py | src/thor/plotting/annot.py | src/thor/plotting/assess.py | src/thor/plotting/boundary.py | src/thor/plotting/colors.py | src/thor/plotting/deg.py | src/thor/plotting/fill.py | src/thor/plotting/graph.py | src/thor/plotting/spot.py | src/thor/plotting/spot_overlap.py | src/thor/plotting/spot_pie.py
gyuanlab/ONTraC_paper	https://github.com/gyuanlab/ONTraC_paper	paper_analysis_code_candidate	S0451	10.1186/s13059-025-03588-5	ONTraC characterizes spatially continuous variations of tissue microenvironment through niche trajectory analysis.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon		MERFISH_motor_cortex_data/benchmark_using_public_methods/run_spatialPCA.R | MERFISH_motor_cortex_data/spatial_domain/GraphPCA_merfish_selected.ipynb | Simulated_data/benchmark_using_public_methods/apply_public_methods/simulated_dataset_1/R_Pseudotime_simulation.ipynb | Simulated_data/benchmark_using_public_methods/apply_public_methods/simulated_dataset_1/R_spatialpca.ipynb | Simulated_data/benchmark_using_public_methods/apply_public_methods/simulated_dataset_2/R_pseudotime.ipynb | Simulated_data/benchmark_using_public_methods/apply_public_methods/simulated_dataset_2/spatialPCA.ipynb | Simulated_data/benchmark_using_public_methods/apply_public_methods/simulated_dataset_3/R_pseudotime.ipynb | Simulated_data/benchmark_using_public_methods/apply_public_methods/simulated_dataset_3/spatialPCA.ipynb | Simulated_data/benchmark_using_public_methods/apply_public_methods/simulated_dataset_4/R_pseudotime.ipynb | Simulated_data/benchmark_using_public_methods/apply_public_methods/simulated_dataset_4/spatialPCA.ipynb | Stereo_seq_midbrain_data/post_analysis/MOSCOT/Moscot.ipynb | Stereo_seq_midbrain_data/post_analysis/MOSCOT/R_OT_analysis.ipynb | Stereo_seq_midbrain_data/post_analysis/Meta_cell/Meta_cell_based_gene_exp_along_trajectory.ipynb | Stereo_seq_midbrain_data/post_analysis/SCENIC/Python_SCENIC.ipynb | Stereo_seq_midbrain_data/post_analysis/cell_proximal_and_CCI/Python_cci_difference_represents.ipynb | Stereo_seq_midbrain_data/post_analysis/cell_proximal_and_CCI/R_cell_type_proximal.ipynb | Stereo_seq_midbrain_data/run_ONTraC/stereo_midbrain_base_analysis_lsf.sh | Stereo_seq_midbrain_data/run_ONTraC/stereo_midbrain_base_run_lsf.sh | Stereo_seq_midbrain_data/spatial_domain/GraphPCA_stereo.ipynb | Xenium_cancer_data/Supplementary_figure_11.R
Coleliao/Spatial_OT	https://github.com/Coleliao/Spatial_OT	paper_analysis_code_candidate	S0054	10.1016/j.isci.2024.109009	Spatial and single-nucleus transcriptomics decoding the molecular landscape and cellular organization of avian optic tectum.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	Spatial and Single Nucleus Transcriptomics Decoding the Molecular Landscape and Cellular Organization of Avian Optic Tectum	functions/Visualization.R | snRNA_analysis/fig4AB_single_nucleus_dOT_clustering.R | snRNA_analysis/fig4C_EXN_subclustering.R | snRNA_analysis/fig4D_birds_mouse_correlation.R | snRNA_analysis/fig4EF_DEG_GO_among_dOT_EXNs.R | snRNA_analysis/fig4H_EXN_deg_score_on_bin100Spatial.R | snRNA_analysis/figS5FGHI_INN_subclsustering.R | spatial_analysis/fig1BC_spGCN_bin100.py | spatial_analysis/fig1BC_spatial_visualization_mannaul_annotation.R | spatial_analysis/fig1D_correlation_analysis.R | spatial_analysis/fig1E_integrate_spatial_sections_bin100.R | spatial_analysis/fig2AB_differential_expression_analysis.R | spatial_analysis/fig2C_figS2_GO_layer_deg.R | spatial_analysis/fig2D_vlnplot_selected_deg.R | spatial_analysis/fig3A_cell_segmentation.py | spatial_analysis/fig3BCDE_cellbin_clustering.R | spatial_analysis/fig3FGH_SGP_cellbin_subclustering.R | spatial_analysis/figS3_neurotransmitter_moudle_score.R | spatial_analysis/h5_to_RDS.R | spatial_analysis/h5ad_to_h5.py
deepomicslab/SPIDER	https://github.com/deepomicslab/SPIDER	paper_analysis_code_candidate	S0383	10.1038/s41467-025-62988-0	Finding spatially variable ligand-receptor interactions with functional support from downstream genes.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		spider/SpatialDE2/__init__.py | spider/SpatialDE2/_internal/__init__.py | spider/SpatialDE2/_internal/distance_cache.py | spider/SpatialDE2/_internal/gpflow_helpers.py | spider/SpatialDE2/_internal/kernels.py | spider/SpatialDE2/_internal/models.py | spider/SpatialDE2/_internal/optimizer.py | spider/SpatialDE2/_internal/score_test.py | spider/SpatialDE2/_internal/sm_kernel.py | spider/SpatialDE2/_internal/svca.py | spider/SpatialDE2/_internal/tf_dataset.py | spider/SpatialDE2/_internal/util.py | spider/SpatialDE2/_internal/util_mixture.py | spider/SpatialDE2/aeh.py | spider/SpatialDE2/de_test.py | spider/SpatialDE2/dp_hmrf.py | spider/SpatialDE2/gaussian_process.py | spider/SpatialDE2/io.py | spider/SpatialDE2/svca.py | spider/visualization.py
QuKunLab/SPACEL	https://github.com/QuKunLab/SPACEL	paper_analysis_code_candidate	S0371;S0449	10.1038/s41467-023-43220-3;10.1186/s13059-024-03361-0	SPACEL: deep learning-based characterization of spatial transcriptome architectures.; Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		SPACEL/Scube/alignment.py | SPACEL/Scube/plot.py | SPACEL/Scube/utils_3d.py | SPACEL/Spoint/spatial_simulation.py | docs/tutorials/Stereo-seq_Scube.ipynb
axelalmet/FlowSigAnalysis_2023	https://github.com/axelalmet/FlowSigAnalysis_2023	paper_analysis_code_candidate	S0392	10.1038/s41592-024-02380-w	Inferring pattern-driving intercellular flows from single-cell and spatial transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	"Python and R code used to produce the analysis in Almet et al. (2023), ""Inferring pattern-driving intercellular flows from single-cell and spatial transcriptomics"""	analysis/analyse_chen22_mouse_embryo_E9.5_spatial_stereoseq.py | benchmarking/run_multinichenet_kang18_pbmcs.R | communication_inference/analyse_communication_in_burkhardt21_pancreatic_islets.R | communication_inference/analyse_communication_in_cortical_organoid_D18_vs_D35.R | communication_inference/analyse_communication_in_kang18_pbmcs.R | communication_inference/analyse_communication_in_liao20_covid_balfs.R | communication_inference/analyse_spatial_communication_in_chen2022_mouse_embryo_E9.5.py | communication_inference/cpdb/run_cpdb_kang18_ctrl.py | communication_inference/cpdb/run_cpdb_kang18_stim.py | synthetic_validation/data_generation/generate_data_for_shh_bmp4_dorsoventral_grn.py | synthetic_validation/flowsig_analysis/analyse_shh_bmp4_dorsoventral_grn_flow_accuracies.py | synthetic_validation/flowsig_analysis/analyse_shh_neural_grn_network_flow_accuracies.py | synthetic_validation/model_simulation/generate_data_for_shh_neural_grn_on_network.py | synthetic_validation/model_simulation/simulate_shh_bmp4_dorsoventral_grn_on_network.py | synthetic_validation/model_simulation/simulate_shh_neural_grn_on_network.py
gyuanlab/ONTraC	https://github.com/gyuanlab/ONTraC	paper_analysis_code_candidate	S0451	10.1186/s13059-025-03588-5	ONTraC characterizes spatially continuous variations of tissue microenvironment through niche trajectory analysis.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon	Ordered Niche Trajectory Construction	examples/code_for_paper_reproduce/Running_ONTraC_on_stereo_seq_dataset.ipynb | src/ONTraC/analysis/niche_cluster.py | src/ONTraC/analysis/spatial.py | src/ONTraC/analysis/trajectory.py | src/ONTraC/bin/NicheTrajectory.py | src/ONTraC/external/deconvolution.py | src/ONTraC/niche_trajectory/__init__.py | src/ONTraC/niche_trajectory/_niche_trajectory.py | src/ONTraC/niche_trajectory/algorithm.py | tests/test_niche_trajectory.py
JiekaiLab/Polyomino	https://github.com/JiekaiLab/Polyomino	paper_analysis_code_candidate	S0437	10.1101/gr.280532.125	Polyomino reconstructs spatial transcriptomic profiles with single-cell resolution via a region-allocation method.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Polyomino：Mapping cell locations via multi-layer regionalization constraints 	platform_guides/Stereo-seq_VisiumHD..ipynb | src/Polyomino/plotting/__init__.py | src/Polyomino/plotting/plot.py
SunXQlab/stMLnet-AnalysisCode	https://github.com/SunXQlab/stMLnet-AnalysisCode	paper_analysis_code_candidate	S0143	10.1101/gr.279857.124	Dissecting multilayer cell-cell communications with signaling feedback loops from spatial transcriptomics data.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs		apply_in_COVID19/s4_visiual_CCI.R | apply_in_scST/giotto_merfish_dataset/giotto_merfish_dataset_layer9/s4_visiual_CCI.R | apply_in_scST/giotto_seqfish_dataset/s4_visiual_CCI.R | apply_in_scST/seurat_slideseq2_dataset/s0_seurat_slideseq2_dataset.R | apply_in_scST/seurat_slideseq2_dataset/s1_runMLnet.R | apply_in_scST/seurat_slideseq2_dataset/s2_calculate_LRTG_activity.R | apply_in_scST/seurat_slideseq2_dataset/s3_calculate_LRTG_importance.R | apply_in_scST/seurat_slideseq2_dataset/s4_visiual_CCI.R | benchmark/OtherMethods/COMMOT/commot_main.py | benchmark/OtherMethods/NicheNet/NicheNet_main.R
BGI-Qingdao/GEM3D_toolkit	https://github.com/BGI-Qingdao/GEM3D_toolkit	analysis_or_method_code_candidate	S0096	10.1038/s41467-025-59070-0	An organ-wide spatiotemporal transcriptomic and cellular atlas of the regenerating zebrafish heart.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs	A tool to use stereo-seq GEM and ssDNA to generate single-cell and 3D spatial resolved transtriptomics data	gem3dtk/apply_alignment.py | gem3dtk/get_xml_matrix.py | gem3dtk/prepare_alignment_image.py | gemRtk/STOmics_seurat.only_gem2rds.R | gemtk/apply_registration.py | gemtk/draw_heatmap.py | gemtk/prepare_registration_heatmap.py | gemtk/prepare_registration_ssdna.py | gemtk/second_registration.py
SunXQlab/stMLnet	https://github.com/SunXQlab/stMLnet	analysis_or_method_code_candidate	S0143	10.1101/gr.279857.124	Dissecting multilayer cell-cell communications with signaling feedback loops from spatial transcriptomics data.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs	stMLnet: Dissecting spatial and multilayer cell-cell communications with stMLnet	R/run_cell_communication.R | R/visualize_cell_communication.R
1014723815/GF_SPF_cecum	https://github.com/1014723815/GF_SPF_cecum	analysis_or_method_code_candidate	S0053	10.1016/j.isci.2024.108941	Effects of flora deficiency on the structure and function of the large intestine.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Spatial transcriptome.R | cell2location.py
Coleliao/visual_evo	https://github.com/Coleliao/visual_evo	analysis_or_method_code_candidate	S0055	10.1016/j.isci.2025.112128	Single-nucleus profiling decoding the subcortical visual pathway evolution of vertebrates.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	Single-nucleus profiling decoding the subcortical visual pathway evolution of vertebrates	code/04.1. human data processing and visual hub comparison.R | code/04.2. correlation and deg overlap between human and birds.R
qyTao185/Benchmarking-Mapping-Algorithms	https://github.com/qyTao185/Benchmarking-Mapping-Algorithms	analysis_or_method_code_candidate	S0128	10.1093/bib/bbae250	Benchmarking mapping algorithms for cell-type annotating in mouse brain by integrating single-nucleus RNA-seq and Stereo-seq data.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery	"The code for passage ""Benchmarking Mapping Algorithms for Cell Type Annotating in Mouse Brain by Integrating Single-Nucleus RNA-seq and Stereo-seq Data"""	Code in python/spatialID.ipynb | Code in python/tangram_circle.ipynb
SydneyBioX/BIDCell	https://github.com/SydneyBioX/BIDCell	method_tool_with_examples	S0373	10.1038/s41467-023-44560-w	BIDCell: Biologically-informed self-supervised learning for segmentation of subcellular spatial transcriptomics data.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation	Biologically-informed deep learning for cell segmentation of subcelluar spatial transcriptomics data	bidcell/config.py | bidcell/processing/nuclei_segmentation.py
STOmics/SpatialID	https://github.com/STOmics/SpatialID	method_tool_with_examples	S0040;S0128	10.1016/j.crmeth.2025.101205;10.1093/bib/bbae250	stTransfer enables transfer of single-cell annotations to spatial transcriptomics with single-cell resolution.; Benchmarking mapping algorithms for cell-type annotating in mouse brain by integrating single-nucleus RNA-seq and Stereo-seq data.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	A cell typing method for spatially resolved transcriptomics via transfer learning and spatial embedding	spatialid/__init__.py | spatialid/dnn.py | spatialid/loader.py | spatialid/loss.py | spatialid/reader.py | spatialid/spatial.py | spatialid/trainer.py | spatialid/transfer.py
BGI-Qingdao/SpaGRN	https://github.com/BGI-Qingdao/SpaGRN	method_tool_with_examples	S0037	10.1016/j.cels.2025.101243	SpaGRN: Investigating spatially informed regulatory paths for spatially resolved transcriptomics data.	stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs;stereo-seq-publication-plotting	SpaGRN spatially informed regulatory network inference with Stereo-seq tutorials.	docs/source/content/01_Basic_Usage.rst | docs/source/Tutorials/stereo_seq_mouse_brain_hi-res.ipynb | docs/source/Tutorials/stereo_seq_mouse_brain_low-res.ipynb | src/spagrn/plot.py | src/spagrn/regulatory_network.py
Tang-Lab-super/PROST	https://github.com/Tang-Lab-super/PROST	method_tool_with_examples	S0374	10.1038/s41467-024-44835-w	PROST: quantitative identification of spatially variable genes and domain detection in spatial transcriptomics.	stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	PROST: A quantitative pattern recognition framework for spatial transcriptomics.	PROST/plot.py | test/Stereo-seq.ipynb
YangLabHKUST/UCS	https://github.com/YangLabHKUST/UCS	method_tool_with_examples	S0351	10.1002/smtd.202400975	UCS: A Unified Approach to Cell Segmentation for Subcellular Spatial Transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	"Code for ""UCS: a unified approach to cell segmentation for subcellular spatial transcriptomics"""	downstream/visualize/vizgen_mouse_brain.ipynb | downstream/visualize/xenium_breast_cancer.ipynb
SydneyBioX/CellSPA	https://github.com/SydneyBioX/CellSPA	method_tool_with_examples	S0373	10.1038/s41467-023-44560-w	BIDCell: Biologically-informed self-supervised learning for segmentation of subcellular spatial transcriptomics data.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-cellbin-segmentation	Cell Segmentation Performance Assessment	R/spatialDiversity_metrics.R | R/visualisation.R
VIB-PSB/cross_species_annotation_transfer	https://github.com/VIB-PSB/cross_species_annotation_transfer	method_tool_with_examples	S0034	10.1016/j.celrep.2025.115240	A single-cell and spatial wheat root atlas with cross-species annotations delineates conserved tissue-specific marker genes and regulators.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon	Framework for transferring single-cell cluster annotations cross-species	annotation_transfer_analysis.py | bin/significance_deg_overlap.py
Teichlab/bin2cell	https://github.com/Teichlab/bin2cell	low_signal_or_unclear	S0382	10.1038/s41467-025-62593-1	Thor: a platform for cell-level investigation of spatial transcriptomics and histology.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	Join subcellular Visium HD bins into cells	
gpenglab/STcomm	https://github.com/gpenglab/STcomm	low_signal_or_unclear	S0369	10.1038/s41467-023-40155-7	Three-dimensional molecular architecture of mouse organogenesis.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs		R/rctd4weights.R
deepomicslab/SPIDER-paper	https://github.com/deepomicslab/SPIDER-paper	low_signal_or_unclear	S0383	10.1038/s41467-025-62988-0	Finding spatially variable ligand-receptor interactions with functional support from downstream genes.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		
LieberInstitute/spatialDLPFC	https://github.com/LieberInstitute/spatialDLPFC	paper_analysis_code_candidate	S0395	10.1038/s41592-024-02463-8	Interpretable spatially aware dimension reduction of spatial transcriptomics with STAMP.	stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs;stereo-seq-cellbin-segmentation	spatialDLPFC project involving Visium (n = 30), Visium SPG (n = 4) and snRNA-seq (n = 19) samples	code/MFA/08_custom_heatmaps.R | code/MFA/08_custom_heatmaps.sh | code/VistoSeg/IF/clickPlot.m | code/VistoSeg/code/clickPlot.m | code/VistoSeg/code/refineSegmentation.m | code/VistoSeg/code/refineSegmentation.sh | code/analysis/01_build_spe/02_add_clusters.R | code/analysis/01_build_spe/03_add_deconvolution.R | code/analysis/01_build_spe/sfigu_harmony.R | code/analysis/01a_marker_genes/01_marker_genes.R | code/analysis/01a_marker_genes/01_marker_genes.sh | code/analysis/02_graph_based_clustering/01_graph_based_clustering.R | code/analysis/02_graph_based_clustering/01_graph_based_clustering.sh | code/analysis/03_BayesSpace/01_BayesSpace.R | code/analysis/03_BayesSpace/01_BayesSpace.sh | code/analysis/03_BayesSpace/01a_BayesSpace_k_16_28.sh | code/analysis/03_BayesSpace/02_cluster_check.R | code/analysis/03_BayesSpace/03_BayesSpace_big_plots.R | code/analysis/03_BayesSpace/03_BayesSpace_big_plots.sh | code/analysis/03_BayesSpace/04_BayesSpace_grid_plots.R
zhanglabtools/BrainAlign	https://github.com/zhanglabtools/BrainAlign	paper_analysis_code_candidate	S0376	10.1038/s41467-024-50608-2	Whole brain alignment of spatial transcriptomics between humans and mice with BrainAlign.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	"Code for ""Whole brain alignment of spatial transcriptomics between humans and mice with BrainAlign"""	BrainAlign/SR_RSC/.ipynb_checkpoints/embedder-checkpoint.py | BrainAlign/SR_RSC/.ipynb_checkpoints/evaluation-checkpoint.py | BrainAlign/SR_RSC/.ipynb_checkpoints/main_sr_rsc-checkpoint.py | BrainAlign/SR_RSC/embedder.py | BrainAlign/SR_RSC/evaluation.py | BrainAlign/SR_RSC/layers/GCN.py | BrainAlign/SR_RSC/layers/GCN2.py | BrainAlign/SR_RSC/layers/__init__.py | BrainAlign/SR_RSC/layers/attention.py | BrainAlign/SR_RSC/layers/discriminator.py | BrainAlign/SR_RSC/layers/fc.py | BrainAlign/SR_RSC/main.py | BrainAlign/SR_RSC/main_sr_rsc.py | BrainAlign/SR_RSC/models/.ipynb_checkpoints/SubHIN-checkpoint.py | BrainAlign/SR_RSC/models/SubHIN.py | BrainAlign/SR_RSC/models/__init__.py | BrainAlign/SR_RSC/test_input_data.py | BrainAlign/SR_RSC/utils/process.py | BrainAlign/__init__.py | BrainAlign/brain_analysis/.ipynb_checkpoints/analysis-checkpoint.py
