repo	source_url	classification	linked_papers	paper_dois	paper_titles	skill_names	description	reusable_files
SunXQlab/stMLnet-AnalysisCode	https://github.com/SunXQlab/stMLnet-AnalysisCode	paper_analysis_code_candidate	S0143	10.1101/gr.279857.124	Dissecting multilayer cell-cell communications with signaling feedback loops from spatial transcriptomics data.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs		apply_in_COVID19/s4_visiual_CCI.R | apply_in_scST/giotto_merfish_dataset/giotto_merfish_dataset_layer9/s4_visiual_CCI.R | apply_in_scST/giotto_seqfish_dataset/s4_visiual_CCI.R | apply_in_scST/seurat_slideseq2_dataset/s0_seurat_slideseq2_dataset.R | apply_in_scST/seurat_slideseq2_dataset/s1_runMLnet.R | apply_in_scST/seurat_slideseq2_dataset/s2_calculate_LRTG_activity.R | apply_in_scST/seurat_slideseq2_dataset/s3_calculate_LRTG_importance.R | apply_in_scST/seurat_slideseq2_dataset/s4_visiual_CCI.R | benchmark/OtherMethods/COMMOT/commot_main.py | benchmark/OtherMethods/NicheNet/NicheNet_main.R
SunXQlab/stMLnet	https://github.com/SunXQlab/stMLnet	analysis_or_method_code_candidate	S0143	10.1101/gr.279857.124	Dissecting multilayer cell-cell communications with signaling feedback loops from spatial transcriptomics data.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs	stMLnet: Dissecting spatial and multilayer cell-cell communications with stMLnet	R/run_cell_communication.R | R/visualize_cell_communication.R
1014723815/GF_SPF_cecum	https://github.com/1014723815/GF_SPF_cecum	analysis_or_method_code_candidate	S0053	10.1016/j.isci.2024.108941	Effects of flora deficiency on the structure and function of the large intestine.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		Spatial transcriptome.R | cell2location.py
gpenglab/STcomm	https://github.com/gpenglab/STcomm	low_signal_or_unclear	S0369	10.1038/s41467-023-40155-7	Three-dimensional molecular architecture of mouse organogenesis.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-grn-regulon;stereo-seq-spatial-programs		R/rctd4weights.R
deepomicslab/SPIDER-paper	https://github.com/deepomicslab/SPIDER-paper	low_signal_or_unclear	S0383	10.1038/s41467-025-62988-0	Finding spatially variable ligand-receptor interactions with functional support from downstream genes.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		
zhanglabtools/BrainAlign	https://github.com/zhanglabtools/BrainAlign	paper_analysis_code_candidate	S0376	10.1038/s41467-024-50608-2	Whole brain alignment of spatial transcriptomics between humans and mice with BrainAlign.	stereo-seq-3d-reconstruction;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	"Code for ""Whole brain alignment of spatial transcriptomics between humans and mice with BrainAlign"""	BrainAlign/SR_RSC/.ipynb_checkpoints/embedder-checkpoint.py | BrainAlign/SR_RSC/.ipynb_checkpoints/evaluation-checkpoint.py | BrainAlign/SR_RSC/.ipynb_checkpoints/main_sr_rsc-checkpoint.py | BrainAlign/SR_RSC/embedder.py | BrainAlign/SR_RSC/evaluation.py | BrainAlign/SR_RSC/layers/GCN.py | BrainAlign/SR_RSC/layers/GCN2.py | BrainAlign/SR_RSC/layers/__init__.py | BrainAlign/SR_RSC/layers/attention.py | BrainAlign/SR_RSC/layers/discriminator.py | BrainAlign/SR_RSC/layers/fc.py | BrainAlign/SR_RSC/main.py | BrainAlign/SR_RSC/main_sr_rsc.py | BrainAlign/SR_RSC/models/.ipynb_checkpoints/SubHIN-checkpoint.py | BrainAlign/SR_RSC/models/SubHIN.py | BrainAlign/SR_RSC/models/__init__.py | BrainAlign/SR_RSC/test_input_data.py | BrainAlign/SR_RSC/utils/process.py | BrainAlign/__init__.py | BrainAlign/brain_analysis/.ipynb_checkpoints/analysis-checkpoint.py
LieberInstitute/spatialLIBD	https://github.com/LieberInstitute/spatialLIBD	paper_analysis_code_candidate	S0359;S0400;S0467	10.1016/j.csbj.2023.11.055;10.1038/s42003-025-07965-5;10.46471/gigabyte.109	A comprehensive overview of graph neural network-based approaches to clustering for spatial transcriptomics.; Flexible integration of spatial and expression information for precise spot embedding via ZINB-based graph-enhanced autoencoder.; A novel variable neighborhood search approach for cell clustering for spatial transcriptomics.	stereo-seq-3d-reconstruction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Code for the spatialLIBD R/Bioconductor package and shiny app	R/annotate_registered_clusters.R | R/cluster_export.R | R/cluster_import.R | R/gene_set_enrichment_plot.R | R/geom_spatial.R | R/layer_boxplot.R | R/layer_stat_cor_plot.R | R/registration_block_cor.R | R/registration_model.R | R/registration_pseudobulk.R | R/registration_stats_anova.R | R/registration_stats_enrichment.R | R/registration_stats_pairwise.R | R/registration_wrapper.R | R/sort_clusters.R | R/spatialLIBD-package.R | data-raw/create_spatialDLPFC_spe_subset.R | inst/scripts/make-data_spatialLIBD.R | inst/scripts/make-metadata_LFF_spatial_ERC.R | inst/scripts/make-metadata_spatialDLPFC.R
jinworks/CellChat	https://github.com/jinworks/CellChat	paper_analysis_code_candidate	S0347	10.1002/advs.202413124	Multiscale Dissection of Spatial Heterogeneity by Integrating Multi-Slice Spatial and Single-Cell Transcriptomics.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	R toolkit for inference, visualization and analysis of cell-cell communication from single-cell and spatially resolved transcriptomics	R/CellChat-package.R | R/CellChat_class.R | R/visualization.R | tutorial/CellChat-vignette.Rmd | tutorial/CellChat_analysis_of_multiple_spatial_transcriptomics_datasets.Rmd | tutorial/CellChat_analysis_of_spatial_multiomics_data.Rmd | tutorial/CellChat_analysis_of_spatial_transcriptomics_data.Rmd | tutorial/FAQ_on_applying_CellChat_to_spatial_transcriptomics_data.Rmd | tutorial/Update-CellChatDB.Rmd
JianYang-Lab/gsMap	https://github.com/JianYang-Lab/gsMap	paper_analysis_code_candidate	S0106	10.1038/s41586-025-08757-x	Spatially resolved mapping of cells associated with human complex traits.	stereo-seq-cell-type-mapping;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Integrating GWAS and spatial transcriptomics for spatially resolved mapping of cells associated with human complex traits.	src/gsMap/config.py | src/gsMap/spatial_ldsc_multiple_sumstats.py | src/gsMap/utils/manhattan_plot.py | src/gsMap/visualize.py | visualization_web_docs/source/conf.py
QuKunLab/SpatialBenchmarking	https://github.com/QuKunLab/SpatialBenchmarking	paper_analysis_code_candidate	S0084;S0371;S0461	10.1038/s41467-023-36796-3;10.1038/s41467-023-43220-3;10.1371/journal.pcbi.1013354	Spatially informed clustering, integration, and deconvolution of spatial transcriptomics with GraphST.; SPACEL: deep learning-based characterization of spatial transcriptome architectures.; Improving cell-type composition inference in spatial transcriptomics with SpaDAMA.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs		BLAST_CelltypeDeconvolution.ipynb | Benchmarking/.ipynb_checkpoints/DeconvolutionSpot-checkpoint.py | Benchmarking/DeconvolutionSpot.py | Benchmarking/SpatialGenes.py | Codes/Deconvolution/Cell2location_pipeline.py | Codes/Deconvolution/DestVI_pipeline.py | Codes/Deconvolution/RCTD_pipeline.r | Codes/Deconvolution/SPOTlight_pipeline.r | Codes/Deconvolution/STRIDE_pipeline.sh | Codes/Deconvolution/Seurat_pipeline.r | Codes/Deconvolution/SpatialDWLS_pipeline.r | Codes/Deconvolution/Stereoscope_pipeline.py | Codes/Deconvolution/Tangram_pipeline.py | Codes/Impute/Seurat.r | Config.env.sh | FigureData/Figure2/RCodes/LIGER.r | FigureData/Figure2/RCodes/Seurat.r
wu-yc/scMetabolism	https://github.com/wu-yc/scMetabolism	method_tool_with_examples	S0053;S0071	10.1016/j.isci.2024.108941;10.1016/j.xcrm.2025.102140	Effects of flora deficiency on the structure and function of the large intestine.; Targeting mitochondrial complex I of CD177+ neutrophils alleviates lung ischemia-reperfusion injury.	stereo-seq-3d-reconstruction;stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-domain-discovery;stereo-seq-spatial-programs	Quantifying metabolism activity at the single-cell resolution	R/compute_metabolism_Seurat.R | R/visualize_metabolism.R
SunXQlab/PearlST-Code	https://github.com/SunXQlab/PearlST-Code	paper_analysis_code_candidate	S0465	10.34133/research.0390	Dissecting Spatiotemporal Structures in Spatial Transcriptomics via Diffusion-Based Adversarial Learning.	stereo-seq-cell-cell-interaction;stereo-seq-cell-type-mapping;stereo-seq-developmental-trajectory;stereo-seq-publication-plotting;stereo-seq-quality-control-preprocessing;stereo-seq-spatial-cell-type-interpretation;stereo-seq-spatial-communication;stereo-seq-spatial-domain-discovery	The source code of PearlST for reproducing analysis results in the paper	Fig. 2/Fig. 2 DLPFC 151671 low-dimensional visualizations and pSMs.py | Fig. 2/Fig.2 DLPFC 151671 plot.py | Fig. 3/Fig. 3 STARmap plot.py | Fig. 4/Fig. 4 Stereoseq mouse embyro plot.py | Fig. 4/Fig. 4 Stereoseq mouse olfactory bulb tissue plot  .py | Fig. 5/Fig. 5 Slide-seqV2 mouse hippacompus plot .py | Fig. 5/Fig. 5 Slideseq-V2 mouse olfactory bulb plot.py | Fig. 6/Fig. 6 Human breast cancer plot.py | Supplementary Fig. S1/DLPFC 151507 plot.py | Supplementary Fig. S1/DLPFC 151508 plot.py | Supplementary Fig. S1/DLPFC 151509 plot.py | Supplementary Fig. S1/DLPFC 151510 plot.py | Supplementary Fig. S10, S11/Fig. S10 S11 plot.py | Supplementary Fig. S12, S13/CCI circle plot.R | Supplementary Fig. S12, S13/Fig. S12 plot.py | Supplementary Fig. S12, S13/Fig. S13.R | Supplementary Fig. S2/DLPFC 1511672 plot.py | Supplementary Fig. S2/DLPFC 151669 plot.py | Supplementary Fig. S2/DLPFC 151670 plot.py | Supplementary Fig. S3/plot domains_151673.py
